행정동코드,시도명,시군구명,읍면동명,생성일자,말소일자
2223059000,대구직할시,북구,노원3가1동,19880423,19950101
2223060000,대구직할시,북구,노원3가2동,19880423,19950101
2223061000,대구직할시,북구,산격1동,19880423,19950101
2223062000,대구직할시,북구,산격2동,19880423,19950101
2223063000,대구직할시,북구,산격3동,19880423,19950101
2223063100,대구직할시,북구,산격4동,19920901,19950101
2223064000,대구직할시,북구,대현1동,19880423,19950101
2223065000,대구직할시,북구,대현2동,19880423,19950101
2223066000,대구직할시,북구,대현3동,19880423,19950101
2223067000,대구직할시,북구,복현동,19880423,19900514
2223067100,대구직할시,북구,복현1동,19900515,19950101
2223067200,대구직할시,북구,복현2동,19900515,19950101
2223068000,대구직할시,북구,검단동,19880423,19950101
2223069000,대구직할시,북구,무태동,19880423,19950101
2223070000,대구직할시,북구,조야동,19880423,19950101
2223071000,대구직할시,북구,노곡동,19880423,19950101
2223072000,대구직할시,북구,칠곡1동,19880423,19950101
2223073000,대구직할시,북구,칠곡2동,19880423,19950101
2223074000,대구직할시,북구,칠곡3동,19880423,19950101
2223075000,대구직할시,북구,관음동,19940701,19950101
2223500000,대구직할시,북구칠곡출장소,,19880423,19950101
2226000000,대구직할시,수성구,,19880423,19950101
2226051000,대구직할시,수성구,범어1동,19880423,19950101
2226052000,대구직할시,수성구,범어2동,19880423,19950101
2226053000,대구직할시,수성구,범어3동,19880423,19950101
2226054000,대구직할시,수성구,범어4동,19880423,19950101
2226055000,대구직할시,수성구,만촌1동,19880423,19950101
2226056000,대구직할시,수성구,만촌2동,19880423,19950101
2226056100,대구직할시,수성구,만촌3동,19920901,19950101
2226057000,대구직할시,수성구,수성1가동,19880423,19950101
2226058000,대구직할시,수성구,수성2.3가동,19880423,19950101
2226059000,대구직할시,수성구,수성4가동,19880423,19950101
2226060000,대구직할시,수성구,황금동,19880423,19920901
2226060100,대구직할시,수성구,황금1동,19920901,19950101
2226060200,대구직할시,수성구,황금2동,19920901,19950101
2226061000,대구직할시,수성구,중동,19880423,19950101
2226062000,대구직할시,수성구,상동,19880423,19950101
2226063000,대구직할시,수성구,파동,19880423,19950101
2226064000,대구직할시,수성구,두산동,19880423,19950101
2226065000,대구직할시,수성구,지산동,19880423,19920901
2226065100,대구직할시,수성구,지산1동,19920901,19950101
2226065200,대구직할시,수성구,지산2동,19920901,19950101
2226066000,대구직할시,수성구,범물동,19880423,19950101
2226067000,대구직할시,수성구,고산1동,19880423,19950101
2226068000,대구직할시,수성구,고산2동,19880423,19950101
2229000000,대구직할시,달서구,,19880423,19950101
2229051000,대구직할시,달서구,성당1동,19880423,19950101
2229052000,대구직할시,달서구,성당2동,19880423,19950101
2229053000,대구직할시,달서구,두류1동,19880423,19950101
2229054000,대구직할시,달서구,두류2동,19880423,19950101
2229055000,대구직할시,달서구,두류3동,19880423,19950101
2229056000,대구직할시,달서구,성서1동,19880423,19950101
2229057000,대구직할시,달서구,성서2동,19880423,19950101
2229058000,대구직할시,달서구,성서3동,19880423,19950101
2229058100,대구직할시,달서구,성서4동,19890501,19950101
2229059000,대구직할시,달서구,본리동,19880423,19950101
2229060000,대구직할시,달서구,월배1동,19880423,19950101
2229061000,대구직할시,달서구,월배2동,19880423,19950101
2229062000,대구직할시,달서구,월배3동,19880423,19950101
2229062100,대구직할시,달서구,월배4동,19900515,19950101
2229062200,대구직할시,달서구,월배5동,19920901,19950101
2229062300,대구직할시,달서구,월배6동,19940701,19950101
2229063000,대구직할시,달서구,송현1동,19880423,19950101
2229064000,대구직할시,달서구,송현2동,19880423,19950101
2229065000,대구직할시,달서구,본동,19900515,19950101
2300000000,인천직할시,,,19880423,19950101
2311000000,인천직할시,중구,,19880423,19950101
2311051000,인천직할시,중구,중앙동,19880423,19950101
2311052000,인천직할시,중구,연안동,19880423,19950101
2311053000,인천직할시,중구,신포동,19880423,19950101
2311054000,인천직할시,중구,신흥동,19880423,19950101
2311055000,인천직할시,중구,신선동,19880423,19950101
2311056000,인천직할시,중구,도원동,19880423,19950101
2311057000,인천직할시,중구,율목동,19880423,19950101
2311058000,인천직할시,중구,내경동,19880423,19950101
2311059000,인천직할시,중구,인현동,19880423,19950101
2311060000,인천직할시,중구,북성동,19880423,19950101
2311061000,인천직할시,중구,송월동,19880423,19950101
2311062000,인천직할시,중구,영종동,19890101,19950101
2311063000,인천직할시,중구,용유동,19890101,19950101
2311063500,인천직할시,중구,용유동무의지소,19910916,19950101
2311500000,인천직할시,중구영종출장소,,19890101,19950101
2311600000,인천직할시,중구용유출장소,,19890101,19950101
2314000000,인천직할시,동구,,19880423,19950101
2314050100,인천직할시,동구,금곡동,19880423,19880423
2314050200,인천직할시,동구,창영동,19880423,19880423
2314051000,인천직할시,동구,만석동,19880423,19950101
2314052000,인천직할시,동구,화수1동,19880423,19890427
2314053000,인천직할시,동구,화수2동,19880423,19950101
2314054000,인천직할시,동구,화평동,19880423,19950101
2314055000,인천직할시,동구,송현1동,19880423,19950101
2314056000,인천직할시,동구,송현2동,19880423,19950101
2314057000,인천직할시,동구,송현3동,19880423,19950101
2314058000,인천직할시,동구,송림1동,19880423,19950101
2314059000,인천직할시,동구,송림2동,19880423,19950101
2314060000,인천직할시,동구,송림3동,19880423,19950101
2314061000,인천직할시,동구,송림4동,19880423,19950101
2314062000,인천직할시,동구,송림5동,19880423,19950101
2314063000,인천직할시,동구,송림6동,19880423,19950101
2314064000,인천직할시,동구,금창동,19880423,19950101
2317000000,인천직할시,남구,,19880423,19950101
2317050100,인천직할시,남구,간석동,19880423,19880423
2317051000,인천직할시,남구,숭의1동,19880423,19950101
2317052000,인천직할시,남구,숭의2동,19880423,19950101
2317053000,인천직할시,남구,숭의3동,19880423,19950101
2317054000,인천직할시,남구,숭의4동,19880423,19950101
2317055000,인천직할시,남구,용현1동,19880423,19950101
2317056000,인천직할시,남구,용현2동,19880423,19950101
2317057000,인천직할시,남구,용현3동,19880423,19950101
2317058000,인천직할시,남구,용현4동,19880423,19950101
2317059000,인천직할시,남구,용현5동,19880423,19950101
2317060000,인천직할시,남구,학익1동,19880423,19950101
2317061000,인천직할시,남구,학익2동,19880423,19950101
2317062000,인천직할시,남구,옥련동,19880423,19950101
2317063000,인천직할시,남구,도화1동,19880423,19950101
2317064000,인천직할시,남구,도화2동,19880423,19950101
2317065000,인천직할시,남구,도화3동,19880423,19950101
2317066000,인천직할시,남구,주안1동,19880423,19950101
2317067000,인천직할시,남구,주안2동,19880423,19950101
2317068000,인천직할시,남구,주안3동,19880423,19950101
2317069000,인천직할시,남구,주안4동,19880423,19950101
2317070000,인천직할시,남구,주안5동,19880423,19950101
2317071000,인천직할시,남구,주안6동,19880423,19950101
2317072000,인천직할시,남구,주안7동,19880423,19950101
2317073000,인천직할시,남구,주안8동,19890427,19930531
2317074000,인천직할시,남구,문학동,19880423,19950101
2317075000,인천직할시,남구,선학동,19880423,19950101
2317076000,인천직할시,남구,연수동,19880423,19940701
2317076100,인천직할시,남구,연수1동,19940701,19950101
2317076200,인천직할시,남구,연수2동,19940701,19950101
2317076600,인천직할시,남구,청학동,19940701,19950101
2317077000,인천직할시,남구,동춘동,19880423,19950101
2320000000,인천직할시,남동구,,19880423,19950101
2320051000,인천직할시,남동구,구월1동,19880423,19950101
2320052000,인천직할시,남동구,구월2동,19880423,19950101
2320052100,인천직할시,남동구,구월3동,19910907,19950101
2320052200,인천직할시,남동구,구월4동,19931201,19950101
2320053000,인천직할시,남동구,간석1동,19880423,19950101
2320054000,인천직할시,남동구,간석2동,19880423,19950101
2320055000,인천직할시,남동구,간석3동,19880423,19950101
2320055100,인천직할시,남동구,간석4동,19900101,19950101
2320056000,인천직할시,남동구,만수1동,19880423,19950101
2320057000,인천직할시,남동구,만수2동,19880423,19950101
2320058000,인천직할시,남동구,만수3동,19880423,19950101
2320058100,인천직할시,남동구,만수4동,19890515,19950101
2320058200,인천직할시,남동구,만수5동,19910907,19950101
2320058300,인천직할시,남동구,만수6동,19931201,19950101
2320059000,인천직할시,남동구,장수동,19880423,19950101
2320060000,인천직할시,남동구,서창동,19880423,19950101
2320061000,인천직할시,남동구,도림동,19880423,19950101
2320062000,인천직할시,남동구,논현동,19880423,19950101
2320063000,인천직할시,남동구,고잔동,19880423,19950101
2320064000,인천직할시,남동구,남촌동,19910907,19950101
2323000000,인천직할시,북구,,19880423,19950101
2323051000,인천직할시,북구,부평1동,19880423,19890427
2323052000,인천직할시,북구,부평2동,19880423,19890427
2323053000,인천직할시,북구,부평3동,19880423,19950101
2323054000,인천직할시,북구,부평4동,19880423,19890427
2323055000,인천직할시,북구,부평5동,19880423,19890427
2323056000,인천직할시,북구,부평6동,19880423,19890427
2323057000,인천직할시,북구,산곡1동,19880423,19950101
2323058000,인천직할시,북구,산곡2동,19880423,19950101
2323058100,인천직할시,북구,산곡3동,19900101,19950101
2323058200,인천직할시,북구,산곡4동,19931201,19950101
2323059000,인천직할시,북구,청천동,19880423,19900430
2323059100,인천직할시,북구,청천1동,19900501,19950101
2323059200,인천직할시,북구,청천2동,19900501,19950101
2323060000,인천직할시,북구,효성동,19880423,19891231
2323060100,인천직할시,북구,효성1동,19900101,19950101
2323060200,인천직할시,북구,효성2동,19900101,19950101
2323061000,인천직할시,북구,계산동,19880423,19891231
2323061100,인천직할시,북구,계산1동,19900101,19950101
2323061200,인천직할시,북구,계산2동,19900101,19950101
2323061300,인천직할시,북구,계산3동,19910907,19950101
2323062000,인천직할시,북구,작전동,19880423,19900430
2323062100,인천직할시,북구,작전1동,19900501,19950101
2323062200,인천직할시,북구,작전2동,19900501,19950101
2323062300,인천직할시,북구,작전3동,19940701,19950101
2323063000,인천직할시,북구,서운동,19940207,19950101
2323064000,인천직할시,북구,갈산동,19880423,19940701
2323064100,인천직할시,북구,갈산1동,19940701,19950101
2323064200,인천직할시,북구,갈산2동,19940701,19950101
2323064500,인천직할시,북구,삼산동,19920901,19950101
2323065000,인천직할시,북구,부개1동,19890427,19950101
2323066000,인천직할시,북구,부개2동,19880423,19950101
2323066100,인천직할시,북구,부개3동,19920901,19950101
2323067000,인천직할시,북구,일신동,19880423,19950101
2323068000,인천직할시,북구,십정1동,19880423,19950101
2323069000,인천직할시,북구,십정2동,19880423,19950101
2323070000,인천직할시,북구,계양동,19890101,19920901
2323071000,인천직할시,북구,계양1동,19920901,19950101
2323072000,인천직할시,북구,계양2동,19920901,19950101
2323500000,인천직할시,북구계양출장소,,19890101,19950101
2326000000,인천직할시,서구,,19880423,19950101
2326051000,인천직할시,서구,검암동,19880423,19950101
2326052000,인천직할시,서구,경서동,19880423,19950101
2326053000,인천직할시,서구,연희동,19880423,19950101
2326054000,인천직할시,서구,가신동,19880423,19891231
2326054100,인천직할시,서구,가정동,19880423,19910907
2326054200,인천직할시,서구,가정1동,19910907,19950101
2326054300,인천직할시,서구,가정2동,19910907,19950101
2326054400,인천직할시,서구,가정3동,19940701,19950101
2326054600,인천직할시,서구,신현동,19900101,19950101
2326055000,인천직할시,서구,석남1동,19880423,19950101
2326056000,인천직할시,서구,석남2동,19880423,19950101
2326056100,인천직할시,서구,석남3동,19920905,19950101
2326057000,인천직할시,서구,원창동,19880423,19950101
2326058000,인천직할시,서구,가좌1동,19880423,19950101
2326059000,인천직할시,서구,가좌2동,19900515,19950101
2326060000,인천직할시,서구,가좌3동,19880423,19950101
2326061000,인천직할시,서구,가좌4동,19900501,19950101
2400000000,광주직할시,,,19880423,19950101
2411000000,광주직할시,동구,,19880423,19950101
2411051000,광주직할시,동구,대금동,19880423,19950101
2411052000,광주직할시,동구,충수동,19880423,19950101
2411053000,광주직할시,동구,대의동,19880423,19950101
2411054000,광주직할시,동구,동명제1동,19930716,19950101
2411055000,광주직할시,동구,동명제2동,19880423,19950101
2411056000,광주직할시,동구,계림제1동,19880423,19950101
2411057000,광주직할시,동구,계림제2동,19880423,19950101
2411058000,광주직할시,동구,계림제3동,19880423,19950101
2411059000,광주직할시,동구,산수제1동,19880423,19950101
2411060000,광주직할시,동구,산수제2동,19880423,19950101
2411061000,광주직할시,동구,산수제3동,19880423,19950101
2411062000,광주직할시,동구,지산제1동,19880423,19950101
2411063000,광주직할시,동구,지산제2동,19880423,19950101
2411064000,광주직할시,동구,남금동,19880423,19950101
2411065000,광주직할시,동구,충금동,19880423,19950101
2411066000,광주직할시,동구,삼성동,19880423,19950101
2411067000,광주직할시,동구,서석동,19880423,19950101
2411068000,광주직할시,동구,학제1동,19880423,19950101
2411069000,광주직할시,동구,학제2동,19880423,19950101
2411070000,광주직할시,동구,학제3동,19880423,19950101
2411071000,광주직할시,동구,학운동,19880423,19950101
2411072000,광주직할시,동구,지원동,19880423,19950101
2414000000,광주직할시,서구,,19880423,19950101
2414051000,광주직할시,서구,양림동,19880423,19950101
2414052000,광주직할시,서구,방림제1동,19880423,19950101
2414053000,광주직할시,서구,방림2동,19880423,19891231
2414053600,광주직할시,서구,봉선동,19900101,19950101
2414054000,광주직할시,서구,사구동,19880423,19950101
2414055000,광주직할시,서구,서제1동,19880423,19950101
2414056000,광주직할시,서구,서제2동,19880423,19950101
2414057000,광주직할시,서구,양제1동,19880423,19950101
2414058000,광주직할시,서구,양제2동,19880423,19950101
2414059000,광주직할시,서구,양제3동,19880423,19950101
2414060000,광주직할시,서구,월산제1동,19880423,19950101
2414061000,광주직할시,서구,월산제2동,19880423,19950101
2414062000,광주직할시,서구,월산제3동,19880423,19950101
2414063000,광주직할시,서구,월산제4동,19880423,19950101
2414064000,광주직할시,서구,월산제5동,19880423,19950101
2414065000,광주직할시,서구,농성1동,19880423,19950101
2414066000,광주직할시,서구,농성2동,19880423,19950101
2414067000,광주직할시,서구,백운제1동,19880423,19950101
2414068000,광주직할시,서구,백운제2동,19880423,19950101
2414069000,광주직할시,서구,주월제1동,19880423,19950101
2414070000,광주직할시,서구,주월제2동,19880423,19950101
2414071000,광주직할시,서구,효덕동,19880423,19950101
2414072000,광주직할시,서구,송암동,19880423,19950101
2414073000,광주직할시,서구,광천동,19880423,19950101
2414074000,광주직할시,서구,유덕동,19880423,19950101
2414075000,광주직할시,서구,쌍촌동,19880423,19931201
2414075100,광주직할시,서구,상무제1동,19931201,19950101
2414075200,광주직할시,서구,상무제2동,19931201,19950101
2414076000,광주직할시,서구,화정제1동,19880423,19950101
2414077000,광주직할시,서구,화정제2동,19880423,19950101
2414078000,광주직할시,서구,화정제3동,19900101,19950101
2414079000,광주직할시,서구,화정제4동,19940701,19950101
2417000000,광주직할시,북구,,19880423,19950101
2417051000,광주직할시,북구,중흥제1동,19880423,19950101
2417052000,광주직할시,북구,중흥제2동,19880423,19950101
2417053000,광주직할시,북구,중흥제3동,19880423,19950101
2417054000,광주직할시,북구,유동,19880423,19950101
2417055000,광주직할시,북구,누문동,19880423,19950101
2417056000,광주직할시,북구,북동,19880423,19950101
2417057000,광주직할시,북구,임동,19880423,19950101
2417058000,광주직할시,북구,신안동,19880423,19950101
2417059000,광주직할시,북구,용봉동,19880423,19950101
2417060000,광주직할시,북구,동운제1동,19880423,19950101
2417061000,광주직할시,북구,동운제2동,19880423,19950101
2417061100,광주직할시,북구,동운제3동,19931201,19950101
2417062000,광주직할시,북구,우산동,19880423,19950101
2417063000,광주직할시,북구,풍향제1동,19880423,19950101
2417064000,광주직할시,북구,풍향제2동,19880423,19950101
2417065000,광주직할시,북구,문화동,19880423,19950101
2417066000,광주직할시,북구,두암동,19880423,19890430
2417066100,광주직할시,북구,두암1동,19890501,19950101
2417066200,광주직할시,북구,두암2동,19890501,19950101
2417067000,광주직할시,북구,서산동,19880423,19950101
2417067500,광주직할시,북구,오치동,19940701,19950101
2417068000,광주직할시,북구,충효동,19880423,19950101
2417069000,광주직할시,북구,청옥동,19880423,19950101
2417070000,광주직할시,북구,장운동,19880423,19950101
2417071000,광주직할시,북구,본촌동,19880423,19950101
2417072000,광주직할시,북구,우치동,19880423,19950101
2417073000,광주직할시,북구,삼소동,19880423,19950101
2420000000,광주직할시,광산구,,19880423,19950101
2420051000,광주직할시,광산구,호남동,19880423,19890310
2420051500,광주직할시,광산구,송정1동,19890310,19950101
2420052000,광주직할시,광산구,중앙동,19880423,19890310
2420052500,광주직할시,광산구,송정2동,19890310,19950101
2420053000,광주직할시,광산구,원동,19880423,19890310
2420053500,광주직할시,광산구,송정3동,19890310,19950101
2420054000,광주직할시,광산구,도산동,19880423,19950101
2420055000,광주직할시,광산구,신흥동,19880423,19950101
2420056000,광주직할시,광산구,용운동,19880423,19950101
2420057000,광주직할시,광산구,소촌동,19880423,19950101
2420058000,광주직할시,광산구,우산동,19880423,19950101
2420059000,광주직할시,광산구,월곡동,19931201,19950101
2420081000,광주직할시,광산구,비아출장소,19890401,19950101
2420081500,광주직할시,광산구,비아.신가지소,19920416,19950101
2420082000,광주직할시,광산구,하남출장소,19920504,19950101
2420083000,광주직할시,광산구,임곡출장소,19880423,19950101
2420084000,광주직할시,광산구,동곡출장소,19880423,19950101
2420085000,광주직할시,광산구,평동출장소,19880423,19950101
2420086000,광주직할시,광산구,삼도출장소,19880423,19950101
2420087000,광주직할시,광산구,본량출장소,19880423,19950101
2420088000,광주직할시,광산구,대촌출장소,19890401,19950101
2420089000,광주직할시,광산구,서창출장소,19880423,19950101
2500000000,대전직할시,,,19890101,19950101
2511000000,대전직할시,동구,,19890101,19950101
2511051000,대전직할시,동구,원동,19890101,19950101
2511052000,대전직할시,동구,인동,19890101,19950101
2511053000,대전직할시,동구,효동,19890101,19950101
2511054000,대전직할시,동구,신흥동,19890101,19950101
2511055000,대전직할시,동구,판암동,19890101,19920901
2511055100,대전직할시,동구,판암1동,19920901,19950101
2511055200,대전직할시,동구,판암2동,19920901,19950101
2511056000,대전직할시,동구,용운동,19890101,19950101
2511057000,대전직할시,동구,대동1동,19890101,19950101
2511058000,대전직할시,동구,대동2동,19890101,19950101
2511059000,대전직할시,동구,자양동,19890101,19950101
2511060000,대전직할시,동구,신안동,19890101,19950101
2511061000,대전직할시,동구,소제동,19890101,19950101
2511062000,대전직할시,동구,가양1동,19890101,19950101
2511063000,대전직할시,동구,가양2동,19890101,19950101
2511064000,대전직할시,동구,용전동,19890101,19950101
2511065000,대전직할시,동구,성남1동,19890101,19950101
2511066000,대전직할시,동구,성남2동,19890101,19950101
2511067000,대전직할시,동구,홍도동,19890101,19950101
2511068000,대전직할시,동구,삼성1동,19890101,19950101
2511069000,대전직할시,동구,삼성2동,19890101,19950101
2511070000,대전직할시,동구,정동,19890101,19950101
2511071000,대전직할시,동구,중동,19890101,19950101
2511072000,대전직할시,동구,추동,19890101,19950101
2511073000,대전직할시,동구,세천동,19890101,19950101
2511074000,대전직할시,동구,산내동,19890101,19950101
2514000000,대전직할시,중구,,19890101,19950101
2514051000,대전직할시,중구,은행동,19890101,19950101
2514052000,대전직할시,중구,선화1동,19890101,19950101
2514053000,대전직할시,중구,선화2동,19890101,19950101
2514054000,대전직할시,중구,선화3동,19890101,19950101
2514055000,대전직할시,중구,목동,19890101,19950101
2514056000,대전직할시,중구,중촌동,19890101,19950101
2514057000,대전직할시,중구,대흥1동,19890101,19950101
2514058000,대전직할시,중구,대흥2동,19890101,19950101
2514059000,대전직할시,중구,대흥3동,19890101,19950101
2514060000,대전직할시,중구,문창1동,19890101,19950101
2514061000,대전직할시,중구,문창2동,19890101,19950101
2514062000,대전직할시,중구,석교동,19890101,19950101
2514063000,대전직할시,중구,대사동,19890101,19950101
2514064000,대전직할시,중구,부사동,19890101,19950101
2514065000,대전직할시,중구,용두1동,19890101,19950101
2514066000,대전직할시,중구,용두2동,19890101,19950101
2514067000,대전직할시,중구,오류동,19890101,19950101
2514068000,대전직할시,중구,태평1동,19890101,19950101
2514069000,대전직할시,중구,태평2동,19890101,19950101
2514070000,대전직할시,중구,유천1동,19890101,19950101
2514071000,대전직할시,중구,유천2동,19890101,19950101
2514072000,대전직할시,중구,문화1동,19890101,19950101
2514073000,대전직할시,중구,문화2동,19890101,19950101
2514074000,대전직할시,중구,산성동,19890101,19950101
2514075000,대전직할시,중구,산서동,19890101,19950101
2517000000,대전직할시,서구,,19890101,19950101
2517051000,대전직할시,서구,복수동,19890101,19950101
2517052000,대전직할시,서구,도마1동,19890101,19950101
2517053000,대전직할시,서구,도마2동,19910806,19920901
2517053500,대전직할시,서구,정림동,19920901,19950101
2517054000,대전직할시,서구,변동,19890101,19950101
2517055000,대전직할시,서구,용문동,19890101,19911201
2517055500,대전직할시,서구,탄방동,19931105,19950101
2517056000,대전직할시,서구,괴정동,19890101,19950101
2517057000,대전직할시,서구,가장동,19890101,19950101
2517058000,대전직할시,서구,갈마동,19890101,19931105
2517058500,대전직할시,서구,월평동,19931105,19940701
2517058600,대전직할시,서구,월평1동,19940701,19950101
2517058700,대전직할시,서구,월평2동,19940701,19950101
2517059000,대전직할시,서구,가수원동,19910806,19950101
2517060000,대전직할시,서구,기성동,19890101,19910806
2517061000,대전직할시,서구,삼천동,19930510,19931105
2517062000,대전직할시,서구,둔산동,19931105,19950101
2520000000,대전직할시,유성구,,19890101,19950101
2520051000,대전직할시,유성구,원내동,19890101,19950101
2520052000,대전직할시,유성구,진잠동,19890101,19950101
2520053000,대전직할시,유성구,온천1동,19890101,19950101
2520054000,대전직할시,유성구,온천2동,19910806,19950101
2520055000,대전직할시,유성구,신성동,19930420,19950101
2520056000,대전직할시,유성구,탄동,19890101,19950101
2520057000,대전직할시,유성구,전민동,19890101,19950101
2520058000,대전직할시,유성구,구즉동,19890101,19950101
2523000000,대전직할시,대덕구,,19890101,19950101
2523051000,대전직할시,대덕구,오정동,19890101,19950101
2523052000,대전직할시,대덕구,대화동,19890101,19950101
2523053000,대전직할시,대덕구,회덕1동,19890101,19950101
2523054000,대전직할시,대덕구,회덕2동,19890101,19950101
2523054600,대전직할시,대덕구,중리동,19900101,19950101
2523055000,대전직할시,대덕구,신탄진동,19890101,19950101
2523056000,대전직할시,대덕구,석봉동,19890101,19950101
2523057000,대전직할시,대덕구,덕암동,19890101,19950101
2523058000,대전직할시,대덕구,목상동,19890101,19950101
2523059000,대전직할시,대덕구,법동,19910907,19950101
2600000000,부산광역시,,,19950101,
2611000000,부산광역시,중구,,19950101,
2611051000,부산광역시,중구,중앙동,19950101,
2611052000,부산광역시,중구,동광동,19950101,
2611053000,부산광역시,중구,대청동,19950101,
2611054000,부산광역시,중구,보수제1동,19950101,19990101
2611054500,부산광역시,중구,보수동,19990101,
2611055000,부산광역시,중구,보수제2동,19950101,19990101
2611056000,부산광역시,중구,부평동,19950101,
2611057000,부산광역시,중구,광복동,19950101,
2611058000,부산광역시,중구,남포동,19950101,
2611059000,부산광역시,중구,영주제1동,19950101,
2611060000,부산광역시,중구,영주제2동,19950101,
2614000000,부산광역시,서구,,19950101,
2614051000,부산광역시,서구,동대신제1동,19950101,
2614052000,부산광역시,서구,동대신제2동,19950101,
2614053000,부산광역시,서구,동대신제3동,19950101,
2614054000,부산광역시,서구,서대신제1동,19950101,
2614055000,부산광역시,서구,서대신제2동,19950101,20060101
2614056000,부산광역시,서구,서대신제3동,19950101,
2614057000,부산광역시,서구,서대신제4동,19950101,
2614058000,부산광역시,서구,부용동,19950101,19981001
2614059000,부산광역시,서구,부민동,19981001,
2614060000,부산광역시,서구,토성동,19950101,19981001
2614061000,부산광역시,서구,아미제1동,19950101,19981001
2614061500,부산광역시,서구,아미동,19981001,
2614062000,부산광역시,서구,아미제2동,19950101,19981001
2614063000,부산광역시,서구,초장동,19950101,
2614064000,부산광역시,서구,충무동,19981001,
2614065000,부산광역시,서구,남부민제1동,19950101,
2614066000,부산광역시,서구,남부민제2동,19950101,
2614067000,부산광역시,서구,남부민제3동,19950101,20090101
2614068000,부산광역시,서구,암남동,19950101,
2617000000,부산광역시,동구,,19950101,
2617051000,부산광역시,동구,초량제1동,19950101,
2617052000,부산광역시,동구,초량제2동,19950101,
2617053000,부산광역시,동구,초량제3동,19950101,
2617054000,부산광역시,동구,초량제4동,19950101,20080101
2617055000,부산광역시,동구,초량제6동,19950101,
2617056000,부산광역시,동구,수정제1동,19950101,
2617057000,부산광역시,동구,수정제2동,19950101,
2617058000,부산광역시,동구,수정제3동,19950101,20080101
2617059000,부산광역시,동구,수정제4동,19950101,
2617060000,부산광역시,동구,수정제5동,19950101,
2617061000,부산광역시,동구,좌천제1동,19950101,20150701
2617062000,부산광역시,동구,좌천제2동,19950101,19980917
2617063000,부산광역시,동구,좌천제3동,19950101,19980917
2617064000,부산광역시,동구,좌천제4동,19950101,20150701
2617064500,부산광역시,동구,좌천동,20150701,
2617065000,부산광역시,동구,범일제1동,19950101,
2617066000,부산광역시,동구,범일제2동,19950101,
2617067000,부산광역시,동구,범일제4동,19950101,20160101
2617068000,부산광역시,동구,범일제5동,19980917,
2617069000,부산광역시,동구,범일제6동,19950101,20080101
2620000000,부산광역시,영도구,,19950101,
2620051000,부산광역시,영도구,대교동,19950101,19981001
2620052000,부산광역시,영도구,대평동,19950101,19981001
2620053000,부산광역시,영도구,남항동,19981001,
2620054000,부산광역시,영도구,영선제1동,19950101,
2620055000,부산광역시,영도구,영선제2동,19950101,
2620056000,부산광역시,영도구,신선제1동,19960210,20070101
2620057000,부산광역시,영도구,신선제2동,19960210,20070101
2620058000,부산광역시,영도구,신선제3동,19960210,20070101
2620058500,부산광역시,영도구,신선동,20070101,
2620059000,부산광역시,영도구,봉래제1동,19981001,
2620060000,부산광역시,영도구,봉래제2동,19950101,19981001
2620060500,부산광역시,영도구,봉래제2동,20070101,
2620061000,부산광역시,영도구,봉래제3동,19950101,20070101
2620062000,부산광역시,영도구,봉래제4동,19950101,20070101
2620063000,부산광역시,영도구,청학제1동,19950101,
2620064000,부산광역시,영도구,청학제2동,19950101,
2620065000,부산광역시,영도구,동삼제1동,19950101,
2620066000,부산광역시,영도구,동삼제2동,19950101,
2620067000,부산광역시,영도구,동삼제3동,19950101,
2623000000,부산광역시,부산진구,,19950101,
2623051000,부산광역시,부산진구,부전제1동,19950101,
2623052000,부산광역시,부산진구,부전제2동,19950101,
2623053000,부산광역시,부산진구,범전동,19950101,20150101
2623054000,부산광역시,부산진구,연지동,19950101,
2623055000,부산광역시,부산진구,초읍동,19950101,
2623056000,부산광역시,부산진구,양정제1동,19950101,
2623057000,부산광역시,부산진구,양정제2동,19950101,
2623058000,부산광역시,부산진구,양정제3동,19950501,19980701
2623059000,부산광역시,부산진구,양정제4동,19950501,19980701
2623060000,부산광역시,부산진구,전포제1동,19950101,
2623061000,부산광역시,부산진구,전포제2동,19950101,
2623062000,부산광역시,부산진구,전포3동,19950101,20150101
2623063000,부산광역시,부산진구,전포제4동,19950501,19980701
2623064000,부산광역시,부산진구,부암제1동,19950101,
2623065000,부산광역시,부산진구,부암제2동,19950501,19980701
2623066000,부산광역시,부산진구,부암제3동,19950101,
2623067000,부산광역시,부산진구,당감제1동,19950101,
2623068000,부산광역시,부산진구,당감제2동,19950101,
2623069000,부산광역시,부산진구,당감제3동,19950101,20130201
2623070000,부산광역시,부산진구,당감제4동,19950101,
2623071000,부산광역시,부산진구,가야제1동,19950101,
2623072000,부산광역시,부산진구,가야제2동,19950101,
2623073000,부산광역시,부산진구,가야제3동,19950101,20130201
2623074000,부산광역시,부산진구,개금제1동,19950101,
2623075000,부산광역시,부산진구,개금제2동,19950101,
2623076000,부산광역시,부산진구,개금제3동,19950101,
2623077000,부산광역시,부산진구,범천제1동,19950101,
2623078000,부산광역시,부산진구,범천제2동,19950101,
2623079000,부산광역시,부산진구,범천제4동,19950101,20160101
2626000000,부산광역시,동래구,,19950101,
2626051000,부산광역시,동래구,수민동,19950101,
2626052000,부산광역시,동래구,복산동,19950101,
2626053000,부산광역시,동래구,명륜제1동,19950101,20110301
2626054000,부산광역시,동래구,명륜제2동,19950101,20110301
