시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
S10,경상남도교육청,창원시,교습소,11316,윈윈수학교습소,20070628,20070628,개원,        ,99991231,25,5,입시.검정 및 보습,보통교과,초등수학,보습,"초등수학:190000, 중등수학A:290000, 중등수학B:200000, 고등수학:240000",Y,N,경상남도 창원시 의창구 의창대로289번길 26,(소답동),51201,055-606-4747,20231018
S10,경상남도교육청,창원시,교습소,3000020235,유니논술국어교습소,20210721,20210720,개원,        ,99991231,18,6,입시.검정 및 보습,보통교과,초등,보습,"초등:250000, 중등:270000, 고등:320000",Y,N,경상남도 창원시 의창구 중동중앙로 47,", 404호 (중동, 어반브릭스 TOWER)",51382,,20250126
S10,경상남도교육청,창원시,교습소,3000021164,유니시티러셀수학교습소,20220725,20220725,개원,        ,99991231,81,9,입시.검정 및 보습,보통교과,초등A,보통교과,"초등A:200000, 초등B:270000, 초등심화:250000, 초등특강:100000, 중등:300000, 중등특강:100000, 고등A:360000, 고등B:400000, 고등특강:100000",Y,N,경상남도 창원시 의창구 중동중앙로 47,", TOWER동 502호 (중동, 어반브릭스)",51382,null,20250907
S10,경상남도교육청,창원시,교습소,3000030260,유니시티리베피아노(Liebe Piano)음악교습소,20240614,20240614,개원,        ,        ,0,7,예능(대),예능(중),,음악,"기초반(바이엘)주2:130000, 초급반(체르니100)주2:140000, 중급반(체르니30)주2:150000, 고급반(체르니40)주2:160000, 기초반(바이엘)주3:150000, 기초반(바이엘)주4:177000, 초급반(체르니100)주3:160000, 중급반(체르니30)주3:170000, 고급반(체르니40)주3:180000, 콩쿨반:250000, 예고입시:350000, 대입입시:450000, 특강1:20000, 특강2:50000, 플룻 초급:150000, 성인피아노:150000, 통합(주1회):120000",Y, ,경상남도 창원시 의창구 중동로 60,창원 중동 유니시티 4단지 425동 123호(중동),51382,,20241117
S10,경상남도교육청,창원시,교습소,3000019050,유니시티유니크수학교습소,20200129,20200129,개원,        ,99991231,24,4,입시.검정 및 보습,보통교과,고B,보습,"고B:300000, 초A:210000, 초B:210000, 초C:170000, 중A:260000, 중B:230000, 고A:360000",Y,N,경상남도 창원시 의창구 중동로 60,", 중동유니시티 4단지 상가 425동 203호 (중동, 창원중동유니시티4단지)",51382,,20241222
S10,경상남도교육청,창원시,교습소,3000019926,유니시티자람수학교습소,20210308,20210308,개원,        ,99991231,128,8,입시.검정 및 보습,보통교과,초등수학A,보습,"초등수학A:240000, 초등수학집중:310000, 초등수학심화:350000, 초등수학보충:220000, 중등수학기본:250000, 중등수학A:260000, 중등수학발전:380000, 중등수학보충:320000, 고등수학기본:330000, 고등수학A:430000, 고등수학발전:450000, 고등수학집중:660000, 고등수학보충:410000, 고등수학실력:470000",Y,N,경상남도 창원시 의창구 중동중앙로 47,", 509호(중동, 어반브릭스 TOWER)",51382,,20250126
S10,경상남도교육청,창원시,교습소,3000019408,유니시티해법중국어교습소,20200727,20200727,개원,        ,99991231,72,9,국제화,외국어,초급주2회,외국어,"초급주2회:115000, 초급주3회:175000, 중급주2회:130000, 중급주3회:195000, 고급주2회:160000, 고급주3회:240000, 고급HSK3급:240000, 고급HSK4급:260000, 고급HSK5급:310000",Y,N,경상남도 창원시 의창구 중동중앙로 47,", 어반브릭스 타워동 513호 (중동)",51382,,20231018
S10,경상남도교육청,창원시,교습소,8794,유니칸타빌레피아노음악교습소,20050610,20050610,개원,        ,99991231,60,6,예능(대),예능(중),일반 초급 주 2회,음악,"일반 초급 주 2회:140000, 일반 고급 주 2회:170000, 일반 중급 주 3회:170000, 일반 초급 주 5회:170000, 일반 고급 주 5회:190000, 성인반:160000, 청음:120000, 재즈피아노:120000, 영재반(실용음악):100000, 입시 1:500000, 일반 중급 주 2회:160000, 일반 초급 주 3회:160000, 일반 고급 주 3회:180000, 일반 중급 주 5회:180000, 콩쿨반:250000, 작곡:120000, 시창:120000, 영재반:200000, 입시:500000, 베토벤:200000",Y,N,경상남도 창원시 의창구 중동로 46,", 212호 (중동, 창원중동유니시티1단지)",51382,055-293-8356,20250907
S10,경상남도교육청,창원시,교습소,3000021348,유니팝미술교습소,20221011,20221011,개원,        ,99991231,26,9,예능(대),예능(중),미술(초급A),미술,"미술(초급A):90000, 미술(중급A):100000, 미술(중급B):110000, 미술(중급C):150000, 미술(중급D):110000",Y,N,경상남도 창원시 성산구 삼정자로 81,", 유니온빌리지상가 1 305호 (성주동, 유니온빌리지)",51470,null,20250420
S10,경상남도교육청,창원시,교습소,3000019867,유레카수학교습소,20210218,20210218,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,수학초등,보습,"수학초등:150000, 수학중등:250000, 수학고등:300000",Y,N,경상남도 창원시 성산구 가양로124번길 13,", 309호 310호 (대방동, X-mall빌딩)",51465,,20231018
S10,경상남도교육청,창원시,교습소,444,유화피아노교습소,19850122,19850122,개원,        ,99991231,40,5,예능(대),예능(중),초급/주5회/60분,음악, ,Y,N,경상남도 창원시 마산합포구 중앙북5길 19,", 1층 일부 (중앙동3가, 중앙빌딩)",51733,055-244-4291,20231018
S10,경상남도교육청,창원시,교습소,3000032192,윤(Yunn)국어교습소,20241217,20241217,개원,        ,        ,0,8,입시.검정 및 보습,보통교과,초등국어(주3),보통교과,"초등국어(주3):150000, 초등국어(주2):100000, 초등국어(특강):50000, 중등국어1(주3):180000, 중등국어1(주2):120000, 중등국어1(특강):60000, 중등국어2(주3):270000, 중등국어2(주2):180000, 중등국어2(특강):90000, 고등국어(주3):330000, 고등국어(주2):220000, 고등국어(특강A):110000, 고등국어(특강B):220000, 중등국어(秀):300000, 고등국어(秀):360000, 고급국어(A):400000, 고급국어(B):500000, 고급국어(C):600000",Y, ,경상남도 창원시 의창구 중동중앙로 47,", 어반브릭스 TOWER 1711호(중동)",51382,,20250622
S10,경상남도교육청,창원시,교습소,3000019732,윤선생우리집앞영어교실감계힐4차문필봉영어교습소,20201231,20201231,개원,        ,99991231,72,8,입시.검정 및 보습,보통교과,"영어(TEPS, TOEIC특강)",보통교과,"영어(TEPS, TOEIC특강):180000, 영어(집중특강-고등영어):160000, 영어(초등저):170000, 영어(초등고):180000, 영어(초등문법반):40000, 영어(중등기본):250000, 영어(중등심화):270000, 영어(중등특강):130000, 영어(고등기본):300000, 영어(고등심화):340000, 영어(고등특강):160000",Y,N,경상남도 창원시 의창구 북면 감계로 233,", 상가동 425동 B206호 (북면, 창원 감계 힐스테이트 4차)",51112,null,20241117
S10,경상남도교육청,창원시,교습소,3000014667,윤선생우리집앞영어반림현대영어교습소,20151112,20151112,개원,        ,99991231,27,7,입시.검정 및 보습,보통교과,영어(초등A),보통교과,"영어(초등A):180000, 영어(초등B):200000, 영어(중등):250000",Y,N,경상남도 창원시 성산구 외동반림로 217,", 209-1호 (반림동, 현대아파트)",51425,null,20250622
S10,경상남도교육청,창원시,교습소,3000015027,윤선생우리집앞영어양덕미소안영어교습소,20160302,20160302,개원,        ,99991231,30,6,입시.검정 및 보습,보통교과,,보습,"영어(초등저학년):16000, 영어(초등고학년):170000, 중등:200000",Y,N,경상남도 창원시 마산회원구 양덕동12길 62,", 1층 (양덕동)",51364,null,20241229
S10,경상남도교육청,창원시,교습소,3000015428,윤선생우리집앞영어양덕영어교습소,20160711,20160711,개원,        ,99991231,42,7,입시.검정 및 보습,보통교과,초등주5회A,보습,"초등주5회A:190000, 초등주5회B:200000, 초등주4회:180000, 초등주3회:160000, 중등주5회:290000, 중등주4회:230000, 중등주3회:180000",Y,N,경상남도 창원시 마산회원구 양덕동2길 76,", 112동 1층 109호 (양덕동, 대림하이빌)",51345,055-604-5010,20240303
S10,경상남도교육청,창원시,교습소,3000018924,윤선생우리집앞영어월영캠퍼스영어교습소,20191206,20191206,개원,        ,99991231,40,5,입시.검정 및 보습,보통교과,고등영어1,보습,"고등영어1:300000, 고등영어2:320000, 고등영어3:350000, 고등영어4:320000, 고등영어5:350000, 고등영어6:400000, 초등영어1:180000, 초등영어2:180000, 초등영어3:200000, 초등영어4:200000, 초등영어5:220000, 초등영어6:200000, 중등영어1:240000, 중등영어2:250000, 중등영어3:250000, 중등영어4:250000, 중등영어5:250000, 중등영어6:270000, 중등영어7:280000, 중등영어8:300000",Y,N,경상남도 창원시 마산합포구 월영마을로 54,", 107호 (월영동, 현대아파트)",51773,,20250817
S10,경상남도교육청,창원시,교습소,3000019566,윤선생우리집앞영어유니시티3단지영어교습소,20201015,20201015,개원,        ,99991231,24,6,입시.검정 및 보습,보통교과,파닉스초등,보습,"파닉스초등:200000, 문법(초등):230000, 중등3:250000, 고등:300000",Y,N,경상남도 창원시 의창구 중동로 59,", 321동 212호 (중동, 창원중동유니시티3단지)",51382,,20231018
S10,경상남도교육청,창원시,교습소,3000021247,윤선생우리집앞영어호반영어교습소,20220826,20220826,개원,        ,99991231,16,8,입시.검정 및 보습,보통교과,영어/초등,보습, ,Y,N,경상남도 창원시 진해구 웅천동로43번길 47,", 113호 (남문동, 진해 남문 호반베르디움 상가1)",51618,,20231018
S10,경상남도교육청,창원시,교습소,3000013843,윤선생우리집앞현대영어교습소,20150115,20150115,개원,        ,99991231,21,7,입시.검정 및 보습,보통교과,영어(초등부),보통교과,"영어(초등부):220000, 영어(중등부):250000, 영어(고등부):400000",Y,N,경상남도 창원시 의창구 북면 감계로 259,", 근린생활시설동 201호 (북면, 창원 감계 힐스테이트 3차)",51112,,20231018
S10,경상남도교육청,창원시,교습소,3000026230,윤수학교습소,20231226,20231226,개원,        ,        ,0,5,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 성산구 대암로 251,112동 303-2호(성주동),51471,,20241222
S10,경상남도교육청,창원시,교습소,3000021400,윤쌤매일국어교습소,20221110,20221110,개원,        ,99991231,72,9,입시.검정 및 보습,보통교과,,보습,"초등 매일국어:150000, 중등 매일국어:180000, 고등 매일국어:200000, 초등 기본:120000, 중등 기본:120000, 고등 기본:120000, 초등국어:150000, 중등국어:180000, 고등국어:200000, 매일국어 기본:49000, 매일국어 종합:59000, 독도(초등국어):49000, 초등매일국어&독도:79000, 초등국어 기본:109000",Y,N,경상남도 창원시 마산합포구 진동면 신서촌2길 10-39,", 202호 (진동면)",51793,,20231018
S10,경상남도교육청,창원시,교습소,3000016766,윤쌤수학교습소,20171030,20171030,개원,        ,99991231,54,9,입시.검정 및 보습,보통교과,,보습,"수학/초등:15000, 수학/중등:200000, 수학/고등:300000",Y,N,경상남도 창원시 마산합포구 진동면 동촌길 185,", 마산신화하니엘더마린101동 상가302호 (진동면)",51792,,20241215
S10,경상남도교육청,창원시,교습소,3000025990,윤연경수학교습소,20230904,20230904,개원,        ,        ,0,8,입시.검정 및 보습,보통교과,초등 사고력 수학,보통교과,"초등 사고력 수학:300000, 중등부:350000, 고등부1:400000, 고등부2:450000, 고등부3:500000",Y, ,경상남도 창원시 의창구 중동중앙로 47,어반브릭스 스튜디오스트리트몰 4032호(중동),51382,,20250316
S10,경상남도교육청,창원시,교습소,3000017620,윤종혁클래식기타교습소,20180712,20180712,개원,        ,99991231,9,9,예능(대),예능(중),기타고급반A(입시),음악,"기타고급반A(입시):200000, 기타고급반B(입시):230000, 기타고급반C(입시):260000, 기타고급반D(입시):270000",Y,N,경상남도 창원시 의창구 용지로 233,", 303호 (용호동, 롯데아파트)",51431,null,20231119
S10,경상남도교육청,창원시,교습소,3000026160,윤지쌤논술교습소,20231205,20231205,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 의창구 동읍 동읍로 122-1,1층,51128,,20231211
S10,경상남도교육청,창원시,교습소,13371,으뜸비바체피아노교습소,20090410,20090410,개원,        ,99991231,24,4,예능(대),예능(중),피아노/초급반,음악, ,Y,N,경상남도 창원시 마산회원구 구암남7길 7,", 204호 (구암동, 밀알재능어린이집)",51354,,20231018
S10,경상남도교육청,창원시,교습소,3000020194,으뜸소리피아노음악교습소,20210705,20210706,개원,        ,99991231,72,9,예능(대),예능(중),초급바이엘,예능(중),"초급바이엘:130000, 중급체르니100:140000, 고급체르니30:150000, 고급체르니40:160000, 모짜르트:170000, 베토벤:180000, 쇼팽:190000, 콩쿨지도비:100000",Y,N,경상남도 창원시 의창구 대봉로 27,", 상가동 203호 (봉림동, 엘에이치피닉스포레)",51158,,20240825
S10,경상남도교육청,창원시,교습소,12746,은소리피아노교습소,20080924,20080924,개원,        ,99991231,36,4,예능(대),예능(중),,음악,"초급/주5회/40분/교재비4500원:60000, 초급/주5회/60분/교재비4000원:70000, 중급/주5회/60분/교재비4500원:75000, 중급/주3회/40분/교재비3000원:39000, 고급/주5회/60분/교재비5000원:80000, 초급A:80000, 초급B:120000, 초급C:84000, 중급A:90000, 중급B:130000, 중급C:94000, 고급A:100000, 고급B:140000, 고급C:104000",Y,N,경상남도 창원시 마산합포구 월영동로 8,", 432호 (해운동, 대동씨코아)",51749,055-245-5272,20231018
S10,경상남도교육청,창원시,교습소,3000011862,은숙샘과학교습소,20121122,20121122,개원,        ,99991231,28,7,입시.검정 및 보습,보통교과,,보습,"과학/중등단과(주2회)반:15000, 과학/중등단과(주2회)반1:150000, 과학/고등(주2회)반:200000, 과학/고등단과(특강)반:300000",Y,N,경상남도 창원시 마산합포구 월영남로 43,", 301호 (월영동, 동아1차아파트)",51753,055-221-6735,20250504
S10,경상남도교육청,창원시,교습소,3000019614,은쌤영어교습소,20201109,20201109,개원,        ,99991231,72,9,입시.검정 및 보습,보통교과,초등A,보습,"초등A:120000, 초등B:160000, 중등A:140000, 중등B:180000, 고등A:200000, 고등B:220000",Y,N,경상남도 창원시 마산회원구 내서읍 숲속로 20-5,", 세종빌딩 502호 (내서읍, 색연필)",51222,,20231018
S10,경상남도교육청,창원시,교습소,3000017349,이관제수학교습소,20180328,20180328,개원,        ,99991231,81,9,입시.검정 및 보습,보통교과,수학(초등1반),보습, ,Y,N,경상남도 창원시 의창구 팔용로 438,", 602호 일부 (팔용동, 팔용종합상가)",51373,,20231018
S10,경상남도교육청,창원시,교습소,3000032398,이광수수학교습소,20250224,20250224,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 의창구 중동중앙로 47,(중동)어반브릭스 TOWER 1201호,51382,,20250316
S10,경상남도교육청,창원시,교습소,3000017504,이끌림이젠수학교습소,20180601,20180601,개원,        ,99991231,64,8,입시.검정 및 보습,보통교과,,보습,"수학(초등)주3회:10000, 수학(초등)주3:140000, 수학(초등)주4회:150000, 수학(초등)주4회:160000, 수학(초등)주5회:180000, 수학(중등):210000, 수학(중등):200000, 수학(중등) 주4회:210000",Y,N,경상남도 창원시 마산회원구 내서읍 숲속로 20-4,", 5층 1호 (내서읍, 그린DC마트)",51222,null,20250105
S10,경상남도교육청,창원시,교습소,3000025994,이루다사고력국어교습소,20230907,20230907,개원,        ,        ,0,4,입시.검정 및 보습,보통교과,초등1,보습,"초등1:230000, 초등2:200000, 중등1:290000, 중등2:240000, 고등1:250000, 고등2:380000",Y, ,경상남도 창원시 마산회원구 양덕서로 47,"204호(양덕동, 메트로스퀘어5)",51317,,20240121
S10,경상남도교육청,창원시,교습소,15753,이룸수학교습소,20101224,20101224,개원,        ,99991231,40,4,입시.검정 및 보습,보통교과,수학(초등반),보습,"수학(초등반):170000, 수학(중등반):200000, 수학(고등반):300000",Y,N,경상남도 창원시 의창구 동읍 용정길46번길 51,", 상가동201호 (동읍, 성진까치빌라트5차)",51136,055-251-9529,20240303
S10,경상남도교육청,창원시,교습소,3000018763,이룸영어교습소,20191007,20191007,개원,        ,99991231,30,5,입시.검정 및 보습,보통교과,영어(초등A),보습,"영어(초등A):260000, 영어(중등A):280000, 영어(중등B):300000, 영어(고등A):340000, 영어(고등B):360000",Y,N,경상남도 창원시 의창구 용호로 9,", 용지더샵레이크파크 상가동 202호 (용호동, 용지 더샵 레이크파크 상가)",51438,,20231018
S10,경상남도교육청,창원시,교습소,3000020319,이상피아노음악교습소,20210830,20210901,개원,        ,99991231,78,6,예능(대),예능(중),피아노(초급 주2회),음악,"피아노(초급 주2회):130000, 피아노(중급 주2회):140000, 피아노(고급 주2회):150000, 피아노(초급 주3회):140000, 피아노(중급 주3회):150000, 피아노(고급 주3회):160000, 피아노(통합 주1회):120000, 피아노(성인):150000, 피아노(콩쿨반 주5회):250000, 피아노(입시전공반):350000, 성악(초급):50000, 성악(중급):60000, 특강1:20000, 특강2:40000, 특강3:50000",Y,N,경상남도 창원시 의창구 중동로 46,", 상가 2동 124호 (중동, 창원중동유니시티1단지)",51382,010-3664-7837,20250803
S10,경상남도교육청,창원시,교습소,2000000919,이샘수학교습소,20010316,20010316,개원,        ,99991231,32,4,입시.검정 및 보습,보통교과,수학/초등/수학기본,보습, ,Y,N,경상남도 창원시 마산합포구 3·15대로 262,"(서성동, 영수웅변학원)",51732,055-246-8341,20231018
S10,경상남도교육청,창원시,교습소,3000032643,이샘수학수학교습소,20250724,20250724,개원,        ,        ,0,7,입시.검정 및 보습,보통교과,수학,보통교과,"수학:230000, 수학:300000",Y, ,경상남도 창원시 마산합포구 교방동9길 2,2층(교원동),51276,,20250803
S10,경상남도교육청,창원시,교습소,3000013958,이샘영어교습소,20150225,20150225,개원,        ,99991231,72,9,입시.검정 및 보습,보통교과,초등기본,보습, ,Y,N,경상남도 창원시 성산구 원이대로473번길 9,", 105호 (반림동, 노블파크아파트)",51427,,20231018
S10,경상남도교육청,창원시,교습소,14615,이수황제문언국어교습소,20100127,20100127,개원,        ,99991231,21,7,입시.검정 및 보습,보통교과,초등 A,보습·논술,"초등 A:140000, 초등 B:200000, 중등 A:150000, 중등 B:220000, 고등 A:200000, 고등 B:300000, 고등 C:400000",Y,N,경상남도 창원시 진해구 냉천로 84,", 상가205호 (자은동, 대동아파트)",51596,055-541-5440,20250831
S10,경상남도교육청,창원시,교습소,3000012391,이순봉수학교습소,20130628,20130628,개원,        ,99991231,30,6,입시.검정 및 보습,보통교과,,보습,"수학(중등부):250000, 수학(고등부):300000, 수학(중등부B):250000, 수학(고등부A):280000, 수학(고등부B):310000",Y,N,경상남도 창원시 성산구 반송로 148-9,", 507호 (반림동, 반송아이필프라자)",51426,null,20240121
S10,경상남도교육청,창원시,교습소,3000015726,이슈영어교습소,20161101,20161101,개원,        ,99991231,30,5,입시.검정 및 보습,보통교과,,보습,"영어초등:18000, 영어초등1:180000, 영어중등2:190000, 영어중등3:190000, 영어중등1:190000, 영어고등기초:270000, 영어고등1:300000, 영어고등2:300000, 영어고등3:300000",Y,N,경상남도 창원시 마산회원구 합성북16길 197,", 상가동 130호(합성동,롯데캐슬더퍼스트)",51208,,20250126
S10,경상남도교육청,창원시,교습소,3000030243,이엘수학교습소,20240604,20240604,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 진해구 냉천로 84,", 207호(자은동 대동빌라트상가동)",51596,,20250420
S10,경상남도교육청,창원시,교습소,3000032550,이엘영어교습소,20250521,20250521,개원,        ,        ,0,8,입시.검정 및 보습,보통교과,,보습,"초등영어:200000, 중등영어A:230000, 중등영어B:230000, 중등영어C:230000, 고등영어A:250000, 고등영어B:250000, 고등영어C:250000",Y, ,경상남도 창원시 마산회원구 내서읍 광려천북로 76,", 201호(세한그린파크 상가)",51215,,20250601
S10,경상남도교육청,창원시,교습소,3000023991,이엘피아노음악교습소,20230816,20230816,개원,        ,        ,0,5,예능(대),예능(중),,음악,"피아노기초1:120000, 피아노기초2:130000, 피아노기초3:140000, 피아노기초4:150000, 피아노초급1:130000, 피아노초급2:140000, 피아노초급3:150000, 피아노초급4:160000, 피아노중급1:140000, 피아노중급2:150000, 피아노중급3:160000, 피아노중급4:170000, 피아노고급1:150000, 피아노고급2:160000, 피아노고급3:170000, 피아노고급4:180000, 피아노입시:200000, 피아노:210000",Y, ,경상남도 창원시 진해구 냉천로 235,"(자은동,창원자은 에일린의 뜰) 상가동 102호",51589,,20231018
S10,경상남도교육청,창원시,교습소,7303,이영숙피아노교습소,20040804,20040804,개원,        ,99991231,90,5,예능(대),예능(중),피아노(초급),음악, ,Y,N,경상남도 창원시 진해구 냉천로107번길 22,", 상가 204호 (석동, 벚꽃그린빌 주공4단지)",51594,055-544-0205,20231018
S10,경상남도교육청,창원시,교습소,2000000768,이지수학교습소,19950419,19950419,개원,        ,99991231,100,9,입시.검정 및 보습,보통교과,,보습,"수학/초등단과반/주5회:150000, 중등단과반/주5회:200000, 초등수학A:160000, 초등수학B:170000, 초등교구수학A:110000, 초등교구수학B:150000, 초등교구수학C:180000, 사고력수학(초등영재):130000, 먼슬리(초등):130000, 중등수학A:180000, 중등수학B:200000, 중등수학C:200000",Y,N,경상남도 창원시 마산회원구 양덕동12길 83,", 1층 일부 (양덕동)",51364,055-253-3599,20240414
S10,경상남도교육청,창원시,교습소,3000019031,이화미술교습소,20200120,20200120,개원,        ,99991231,32,8,예능(대),예능(중),종합주5회반,미술,"종합주5회반:150000, 종합주4회반:140000, 종합주3회반:130000, 종합주2회반:100000",Y,N,경상남도 창원시 성산구 삼정자로 81,", 상가 302호 (성주동, 유니온빌리지)",51470,,20231018
S10,경상남도교육청,창원시,교습소,3000019702,이화영어교습소,20201223,20201223,개원,        ,99991231,36,9,입시.검정 및 보습,보통교과,영어중등A,보습, ,Y,N,경상남도 창원시 성산구 동산로48번길 79,", 상가 2층 203호 (상남동, 성원아파트)",51499,,20231018
S10,경상남도교육청,창원시,교습소,3000012762,일등급영어교습소,20131209,20131209,개원,        ,99991231,40,8,입시.검정 및 보습,보통교과,,보습,"영어/초등단과반(주3회):20000, 영어/중등단과A반:200000, 영어/중등단과B반:240000, 영어/고등단과A반:250000, 영어/고등단과B반:390000",Y,N,경상남도 창원시 마산회원구 양덕서로 47,", 501호 (양덕동, 메트로스퀘어5)",51317,null,20250316
S10,경상남도교육청,창원시,교습소,3000032675,일등수학교습소,20250806,20250806,개원,        ,        ,0,8,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 진해구 충장로657번길 20,", 1005호(장천동,현대빌딩)",51628,,20250810
S10,경상남도교육청,창원시,교습소,9308,일등해법수학교습소,20051110,20051110,개원,        ,99991231,18,6,입시.검정 및 보습,보통교과,수학(중등수학B),보통교과,"수학(중등수학B):170000, 수학(고등수학):300000, 수학(초등수학A):170000, 수학(초등수학B):140000, 수학(중등수학A):220000",Y,N,경상남도 창원시 성산구 안민로117번길 14-1,", 상가 2층 (안민동)",51549,055-261-7067,20250706
S10,경상남도교육청,창원시,교습소,3000018259,일쌤의일등국어교습소,20190312,20190312,개원,        ,99991231,18,6,입시.검정 및 보습,보통교과,국어(초등국어),보습,"국어(초등국어):200000, 국어(중등국어):230000, 국어(고등국어):300000",Y,N,경상남도 창원시 성산구 삼정자로43번길 8,", 507호 일부 (성주동, 성주빌딩)",51473,055-264-0929,20241006
S10,경상남도교육청,창원시,교습소,3000030197,일원영재과학교습소,20240514,20240514,개원,        ,        ,0,5,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 의창구 중동중앙로 47,어반브릭스 TOWER 2013호(중동),51382,,20240526
S10,경상남도교육청,창원시,교습소,3000010699,잇츠영어교습소,20110906,20110906,개원,        ,99991231,52,5,입시.검정 및 보습,보통교과,,보습,"초등단과반B:160000, 중등단과반A:220000, 고등단과반A:250000, 고등단과반B:300000, 초등단과반A:150000, 중등단과반B:150000, 초등 단과반A:90000, 초등 단과반B:120000, 초등 단과반C:150000, 초등 단과반D:150000, 중등 단과반A:220000, 중등 단과반B:150000, 고등 단과반A:250000, 고등 단과반B:300000",Y,N,경상남도 창원시 마산합포구 문화남2길 11-2,"(홍문동, 작은화가미술교습소)",51765,055-241-7429,20231018
S10,경상남도교육청,창원시,교습소,3000032711,잉글리쉬테크영어교습소,20250901,20250901,개원,        ,        ,0,9,국제화,,,, ,Y, ,경상남도 창원시 성산구 원이대로682번길 10,9층 901호 일부(상남동),51495,055-713-2332,20250907
S10,경상남도교육청,창원시,교습소,3000021291,잉글리시베이영어교습소,20220913,20220913,개원,        ,99991231,54,9,입시.검정 및 보습,보통교과,초등영어A,보습,"초등영어A:230000, 초등영어B:190000, 초등영어특강:120000, 중등영어A:270000, 중등영어특강:130000",Y,N,경상남도 창원시 마산합포구 현동6길 28,", 모던프라자 103호 (현동)",51778,null,20241215
S10,경상남도교육청,창원시,교습소,3000021442,잉글리시아이감계푸르지오점영어교습소,20221122,20221122,개원,        ,99991231,53,9,입시.검정 및 보습,보통교과,초등파닉스A,보습,"초등파닉스A:180000, 초등파닉스B:180000, 초등Basic:200000, 초등 문법 Grammer plus:200000, 초등Prime:210000, 중등내신Elite A:230000, 중등내신Elite B:230000, 중등 View A:240000, 초등 방학특강:130000, 중등 방학특강:140000",Y,N,경상남도 창원시 의창구 북면 감계로 221,", 108호 (북면, 창원 감계 푸르지오)",51112,null,20231127
S10,경상남도교육청,창원시,교습소,3000019920,잉글리시아이영어교습소,20210308,20210308,개원,        ,99991231,45,9,입시.검정 및 보습,보통교과,중등영어2,보습,"중등영어2:240000, 중등영어3:250000, 고등영어1:270000, 고등영어2:300000, 유치부/영어:170000, 초등영어1:180000, 초등영어2:190000, 초등영어3:200000, 중등영어1:220000",Y,N,경상남도 창원시 의창구 반계로 110,", 303호 304호 (팔용동, 벽산블루밍아파트A단지)",51372,null,20250323
S10,경상남도교육청,창원시,교습소,3000032339,자람서원논술교습소,20250207,20250207,개원,        ,        ,0,4,입시.검정 및 보습,보통교과,초등A,보습,"초등A:110000, 초등B:130000, 중등B:240000, 초등C:150000, 초등D:160000, 중등A:160000",Y, ,경상남도 창원시 성산구 외리로34번길 15,(성주동)한림푸르지오 상가동 103호,51471,,20250316
S10,경상남도교육청,창원시,교습소,10094,자이월드피아노교습소,20060620,20060620,개원,        ,99991231,12,4,예능(대),예능(중),피아노(초급),음악, ,Y,N,경상남도 창원시 진해구 진해대로776번길 15,", 상가 205호 (석동, GS자이아파트)",51659,055-543-2221,20231018
S10,경상남도교육청,창원시,교습소,2000000956,작은화가미술교습소,20020601,20020601,개원,        ,99991231,25,5,예능(대),예능(중),초등부,미술,"초등부:120000, 중등부:130000",Y,N,경상남도 창원시 마산합포구 월영북15길 9,", 상가동 211호 (대내동, 대내주공아파트)",51765,055-224-6505,20231105
S10,경상남도교육청,창원시,교습소,3000018885,장천대동다숲독서논술국어교습소,20191127,20191127,개원,        ,99991231,40,9,입시.검정 및 보습,보통교과,한자논술,보습,"한자논술:45000, 논술-파워캠프(중1):150000, 논술-점프캠프(중2):150000, 논술-마스터캠프(중3):150000, 논술-베이스캠프:78000, 독서캠프1:83000, 독서캠프2:83000, 토론캠프1:83000, 토론캠프2:88000, 논술캠프1:93000, 논술캠프2:98000, 역사논술:100000, 파워라이팅:55000, 통합논술:50000, 한국사논술:100000, 교과독서:70000, 말공 국어 :45000, 말공 사회과학 논술:45000, 말공 기초국어:45000",Y,N,경상남도 창원시 진해구 행암로 25,", 121동208호 (장천동, 진해 장천 대동 다:숲상가)",51632,null,20241229
S10,경상남도교육청,창원시,교습소,3000021623,재니스코딩교습소,20230201,20230201,개원,        ,99991231,21,7,정보,정보,초등코딩,정보교과,"초등코딩:90000, 영재,과고대비:150000, 중,고등 코딩A:100000, 코딩테스트,대입대비:300000, 2DAY 부트캠프:68000, 중,고등 코딩B:200000, 1DAY 부트캠프:35000, 체험수업:25000",Y,N,경상남도 창원시 의창구 중동중앙로 47,", 1710호(중동, 어반브릭스 TOWER)",51382,,20250803
